   950.000  0.50000002E-03
   950.100  0.50000002E-03
   950.200  0.50000002E-03
   950.300  0.50000002E-03
   950.400  0.50000002E-03
   950.501  0.50000002E-03
   950.601  0.50000002E-03
   950.701  0.50000002E-03
   950.801  0.50000002E-03
   950.901  0.50000002E-03
   951.001  0.50000002E-03
   951.101  0.50000002E-03
   951.201  0.50000002E-03
   951.301  0.50000002E-03
   951.401  0.50000002E-03
   951.502  0.50000002E-03
   951.602  0.50000002E-03
   951.702  0.50000002E-03
   951.802  0.50000002E-03
   951.902  0.50000002E-03
   952.002  0.50000002E-03
   952.102  0.50000002E-03
   952.202  0.50000002E-03
   952.302  0.50000002E-03
   952.402  0.50000002E-03
   952.503  0.50000002E-03
   952.603  0.50000002E-03
   952.703  0.50000002E-03
   952.803  0.50000002E-03
   952.903  0.50000002E-03
   953.003  0.50000002E-03
   953.103  0.50000002E-03
   953.203  0.50000002E-03
   953.303  0.50000002E-03
   953.403  0.50000002E-03
   953.504  0.50000002E-03
   953.604  0.50000002E-03
   953.704  0.50000002E-03
   953.804  0.50000002E-03
   953.904  0.50000002E-03
   954.004  0.50000002E-03
   954.104  0.50000002E-03
   954.204  0.50000002E-03
   954.304  0.50000002E-03
   954.404  0.50000002E-03
   954.505  0.50000002E-03
   954.605  0.50000002E-03
   954.705  0.50000002E-03
   954.805  0.50000002E-03
   954.905  0.50000002E-03
   955.005  0.50000002E-03
   955.105  0.50000002E-03
   955.205  0.50000002E-03
   955.305  0.50000002E-03
   955.405  0.50000002E-03
   955.506  0.50000002E-03
   955.606  0.50000002E-03
   955.706  0.50000002E-03
   955.806  0.50000002E-03
   955.906  0.50000002E-03
   956.006  0.50000002E-03
   956.106  0.50000002E-03
   956.206  0.50000002E-03
   956.306  0.50000002E-03
   956.406  0.50000002E-03
   956.507  0.50000002E-03
   956.607  0.50000002E-03
   956.707  0.50000002E-03
   956.807  0.50000002E-03
   956.907  0.50000002E-03
   957.007  0.50000002E-03
   957.107  0.50000002E-03
   957.207  0.50000002E-03
   957.307  0.50000002E-03
   957.407  0.50000002E-03
   957.508  0.50000002E-03
   957.608  0.50000002E-03
   957.708  0.50000002E-03
   957.808  0.50000002E-03
   957.908  0.50000002E-03
   958.008  0.50000002E-03
   958.108  0.50000002E-03
   958.208  0.50000002E-03
   958.308  0.50000002E-03
   958.408  0.50000002E-03
   958.509  0.50000002E-03
   958.609  0.50000002E-03
   958.709  0.50000002E-03
   958.809  0.50000002E-03
   958.909  0.50000002E-03
   959.009  0.50000002E-03
   959.109  0.50000002E-03
   959.209  0.50000002E-03
   959.309  0.50000002E-03
   959.409  0.50000002E-03
   959.510  0.50000002E-03
   959.610  0.50000002E-03
   959.710  0.50000002E-03
   959.810  0.50000002E-03
   959.910  0.50000002E-03
   960.010  0.50000002E-03
   960.110  0.50000002E-03
   960.210  0.50000002E-03
   960.310  0.50000002E-03
   960.410  0.50000002E-03
   960.511  0.50000002E-03
   960.611  0.50000002E-03
   960.711  0.50000002E-03
   960.811  0.50000002E-03
   960.911  0.50000002E-03
   961.011  0.50000002E-03
   961.111  0.50000002E-03
   961.211  0.50000002E-03
   961.311  0.50000002E-03
   961.411  0.50000002E-03
   961.512  0.50000002E-03
   961.612  0.50000002E-03
   961.712  0.50000002E-03
   961.812  0.50000002E-03
   961.912  0.50000002E-03
   962.012  0.50000002E-03
   962.112  0.50000002E-03
   962.212  0.50000002E-03
   962.312  0.50000002E-03
   962.412  0.50000002E-03
   962.513  0.50000002E-03
   962.613  0.50000002E-03
   962.713  0.50000002E-03
   962.813  0.50000002E-03
   962.913  0.50000002E-03
   963.013  0.50000002E-03
   963.113  0.50000002E-03
   963.213  0.50000002E-03
   963.313  0.50000002E-03
   963.413  0.50000002E-03
   963.514  0.50000002E-03
   963.614  0.50000002E-03
   963.714  0.50000002E-03
   963.814  0.50000002E-03
   963.914  0.50000002E-03
   964.014  0.50000002E-03
   964.114  0.50000002E-03
   964.214  0.50000002E-03
   964.314  0.50000002E-03
   964.414  0.50000002E-03
   964.515  0.50000002E-03
   964.615  0.50000002E-03
   964.715  0.50000002E-03
   964.815  0.50000002E-03
   964.915  0.50000002E-03
   965.015  0.50000002E-03
   965.115  0.50000002E-03
   965.215  0.50000002E-03
   965.315  0.50000002E-03
   965.415  0.50000002E-03
   965.516  0.50000002E-03
   965.616  0.50000002E-03
   965.716  0.50000002E-03
   965.816  0.50000002E-03
   965.916  0.50000002E-03
   966.016  0.50000002E-03
   966.116  0.50000002E-03
   966.216  0.50000002E-03
   966.316  0.50000002E-03
   966.416  0.50000002E-03
   966.517  0.50000002E-03
   966.617  0.50000002E-03
   966.717  0.50000002E-03
   966.817  0.50000002E-03
   966.917  0.50000002E-03
   967.017  0.50000002E-03
   967.117  0.50000002E-03
   967.217  0.50000002E-03
   967.317  0.50000002E-03
   967.417  0.50000002E-03
   967.518  0.50000002E-03
   967.618  0.50000002E-03
   967.718  0.50000002E-03
   967.818  0.50000002E-03
   967.918  0.50000002E-03
   968.018  0.50000002E-03
   968.118  0.50000002E-03
   968.218  0.50000002E-03
   968.318  0.50000002E-03
